id,feature_id,epic_id,initiative_id,title,phase,points,source_refs
"I06-E06-F01-S3","I06-E06-F01","I06-E06","I06","Document OpenAI summaries","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F02-S1","I06-E06-F02","I06-E06","I06","Backtest Document QA","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F02-S2","I06-E06-F02","I06-E06","I06","Document Document QA","Phase 3","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F02-S3","I06-E06-F02","I06-E06","I06","Secure Document QA","Institutional","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F03-S1","I06-E06-F03","I06-E06","I06","Document Strategy critique","Future","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F03-S2","I06-E06-F03","I06-E06","I06","Secure Strategy critique","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F03-S3","I06-E06-F03","I06-E06","I06","Build Strategy critique","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F04-S1","I06-E06-F04","I06-E06","I06","Secure Risk explanation","Phase 2","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F04-S2","I06-E06-F04","I06-E06","I06","Build Risk explanation","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I06-E06-F04-S3","I06-E06-F04","I06-E06","I06","Store Risk explanation","Phase 3","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I07-E01-F01-S1","I07-E01-F01","I07-E01","I07","Build Holdings ledger","Institutional","5","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E01-F01-S2","I07-E01-F01","I07-E01","I07","Store Holdings ledger","Future","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E01-F01-S3","I07-E01-F01","I07-E01","I07","Validate Holdings ledger","MVP","13","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E01-F02-S1","I07-E01-F02","I07-E01","I07","Store Allocation model","MVP","3","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E01-F02-S2","I07-E01-F02","I07-E01","I07","Validate Allocation model","Phase 2","5","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E01-F02-S3","I07-E01-F02","I07-E01","I07","Expose Allocation model","Phase 2","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E01-F03-S1","I07-E01-F03","I07-E01","I07","Validate Correlation matrix","Phase 3","13","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I07-E01-F03-S2","I07-E01-F03","I07-E01","I07","Expose Correlation matrix","Institutional","3","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I07-E01-F03-S3","I07-E01-F03","I07-E01","I07","Monitor Correlation matrix","Future","5","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I07-E01-F04-S1","I07-E01-F04","I07-E01","I07","Expose Rebalancing","MVP","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E01-F04-S2","I07-E01-F04","I07-E01","I07","Monitor Rebalancing","MVP","13","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E01-F04-S3","I07-E01-F04","I07-E01","I07","Backtest Rebalancing","Phase 2","3","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E02-F01-S1","I07-E02-F01","I07-E02","I07","Monitor Risk policy","Phase 2","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E02-F01-S2","I07-E02-F01","I07-E02","I07","Backtest Risk policy","Phase 3","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I07-E02-F01-S3","I07-E02-F01","I07-E02","I07","Document Risk policy","Institutional","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E02-F02-S1","I07-E02-F02","I07-E02","I07","Backtest Pre-trade risk","Future","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I07-E02-F02-S2","I07-E02-F02","I07-E02","I07","Document Pre-trade risk","MVP","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E02-F03-S1","I07-E02-F03","I07-E02","I07","Document Portfolio heat","MVP","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E02-F03-S2","I07-E02-F03","I07-E02","I07","Secure Portfolio heat","Phase 2","13","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E02-F04-S1","I07-E02-F04","I07-E02","I07","Secure VaR expected shortfall","Phase 2","3","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E02-F04-S2","I07-E02-F04","I07-E02","I07","Build VaR expected shortfall","Phase 3","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E03-F01-S1","I07-E03-F01","I07-E03","I07","Build Position sizing","Institutional","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E03-F01-S2","I07-E03-F01","I07-E03","I07","Store Position sizing","Future","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E03-F02-S1","I07-E03-F02","I07-E03","I07","Store ATR stop","MVP","3","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I07-E03-F02-S2","I07-E03-F02","I07-E03","I07","Validate ATR stop","MVP","5","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I07-E03-F03-S1","I07-E03-F03","I07-E03","I07","Validate Support resistance stop","Phase 2","8","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E03-F03-S2","I07-E03-F03","I07-E03","I07","Expose Support resistance stop","Phase 2","13","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E03-F04-S1","I07-E03-F04","I07-E03","I07","Expose Trailing stop","Phase 3","3","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E03-F04-S2","I07-E03-F04","I07-E03","I07","Monitor Trailing stop","Institutional","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E04-F01-S1","I07-E04-F01","I07-E04","I07","Monitor Daily loss limit","Future","8","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E04-F01-S2","I07-E04-F01","I07-E04","I07","Backtest Daily loss limit","MVP","13","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E04-F02-S1","I07-E04-F02","I07-E04","I07","Backtest Max drawdown guard","MVP","3","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E04-F02-S2","I07-E04-F02","I07-E04","I07","Document Max drawdown guard","Phase 2","5","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E04-F03-S1","I07-E04-F03","I07-E04","I07","Document Kill switch","Phase 2","8","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E04-F03-S2","I07-E04-F03","I07-E04","I07","Secure Kill switch","Phase 3","13","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E04-F04-S1","I07-E04-F04","I07-E04","I07","Secure Recovery mode","Institutional","3","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E04-F04-S2","I07-E04-F04","I07-E04","I07","Build Recovery mode","Future","5","4823_Technical Analysis.pdf; Idenitfying-Chart-Patterns.pdf; TA_wrkbk.pdf"
"I07-E05-F01-S1","I07-E05-F01","I07-E05","I07","Build Sector exposure","MVP","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E05-F01-S2","I07-E05-F01","I07-E05","I07","Store Sector exposure","MVP","13","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E05-F02-S1","I07-E05-F02","I07-E05","I07","Store Factor exposure","Phase 2","3","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E05-F02-S2","I07-E05-F02","I07-E05","I07","Validate Factor exposure","Phase 2","5","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E05-F03-S1","I07-E05-F03","I07-E05","I07","Validate Benchmark comparison","Phase 3","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E05-F03-S2","I07-E05-F03","I07-E05","I07","Expose Benchmark comparison","Institutional","13","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E05-F04-S1","I07-E05-F04","I07-E05","I07","Expose Cash allocation","Future","3","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E05-F04-S2","I07-E05-F04","I07-E05","I07","Monitor Cash allocation","MVP","5","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I07-E06-F01-S1","I07-E06-F01","I07-E06","I07","Monitor Risk dashboard","MVP","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E06-F01-S2","I07-E06-F01","I07-E06","I07","Backtest Risk dashboard","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I07-E06-F02-S1","I07-E06-F02","I07-E06","I07","Backtest Exception workflow","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I07-E06-F02-S2","I07-E06-F02","I07-E06","I07","Document Exception workflow","Phase 3","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E06-F03-S1","I07-E06-F03","I07-E06","I07","Document Audit report","Institutional","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E06-F03-S2","I07-E06-F03","I07-E06","I07","Secure Audit report","Future","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E06-F04-S1","I07-E06-F04","I07-E06","I07","Secure Stress test","MVP","3","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I07-E06-F04-S2","I07-E06-F04","I07-E06","I07","Build Stress test","MVP","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E01-F01-S1","I08-E01-F01","I08-E01","I08","Build Kite auth","Phase 2","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E01-F01-S2","I08-E01-F01","I08-E01","I08","Store Kite auth","Phase 2","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E01-F02-S1","I08-E01-F02","I08-E01","I08","Store Token vault","Phase 3","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E01-F02-S2","I08-E01-F02","I08-E01","I08","Validate Token vault","Institutional","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E01-F03-S1","I08-E01-F03","I08-E01","I08","Validate Instrument sync","Future","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E01-F03-S2","I08-E01-F03","I08-E01","I08","Expose Instrument sync","MVP","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E01-F04-S1","I08-E01-F04","I08-E01","I08","Expose Broker health","MVP","3","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E01-F04-S2","I08-E01-F04","I08-E01","I08","Monitor Broker health","Phase 2","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E02-F01-S1","I08-E02-F01","I08-E02","I08","Monitor Order intent","Phase 2","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E02-F01-S2","I08-E02-F01","I08-E02","I08","Backtest Order intent","Phase 3","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I08-E02-F02-S1","I08-E02-F02","I08-E02","I08","Backtest Order status","Institutional","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I08-E02-F02-S2","I08-E02-F02","I08-E02","I08","Document Order status","Future","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E02-F03-S1","I08-E02-F03","I08-E02","I08","Document Basket order","MVP","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E02-F03-S2","I08-E02-F03","I08-E02","I08","Secure Basket order","MVP","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E02-F04-S1","I08-E02-F04","I08-E02","I08","Secure Order audit","Phase 2","3","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E02-F04-S2","I08-E02-F04","I08-E02","I08","Build Order audit","Phase 2","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E03-F01-S1","I08-E03-F01","I08-E03","I08","Build Idempotency","Phase 3","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E03-F01-S2","I08-E03-F01","I08-E03","I08","Store Idempotency","Institutional","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E03-F02-S1","I08-E03-F02","I08-E03","I08","Store Rate limit","Future","3","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E03-F02-S2","I08-E03-F02","I08-E03","I08","Validate Rate limit","MVP","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E03-F03-S1","I08-E03-F03","I08-E03","I08","Validate Slippage guard","MVP","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E03-F03-S2","I08-E03-F03","I08-E03","I08","Expose Slippage guard","Phase 2","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E03-F04-S1","I08-E03-F04","I08-E03","I08","Expose Execution kill switch","Phase 2","3","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E03-F04-S2","I08-E03-F04","I08-E03","I08","Monitor Execution kill switch","Phase 3","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E04-F01-S1","I08-E04-F01","I08-E04","I08","Monitor Holdings sync","Institutional","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E04-F01-S2","I08-E04-F01","I08-E04","I08","Backtest Holdings sync","Future","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I08-E04-F02-S1","I08-E04-F02","I08-E04","I08","Backtest Position sync","MVP","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I08-E04-F02-S2","I08-E04-F02","I08-E04","I08","Document Position sync","MVP","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E04-F03-S1","I08-E04-F03","I08-E04","I08","Document Fill handler","Phase 2","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E04-F03-S2","I08-E04-F03","I08-E04","I08","Secure Fill handler","Phase 2","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E04-F04-S1","I08-E04-F04","I08-E04","I08","Secure Mismatch report","Phase 3","3","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I08-E04-F04-S2","I08-E04-F04","I08-E04","I08","Build Mismatch report","Institutional","5","indicators.pdf; Technical-analysis-Indicators.pdf; Understanding-Indicators-TA.pdf"
"I08-E05-F01-S1","I08-E05-F01","I08-E05","I08","Build Paper broker","Future","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E05-F01-S2","I08-E05-F01","I08-E05","I08","Store Paper broker","MVP","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E05-F02-S1","I08-E05-F02","I08-E05","I08","Store Paper fills","MVP","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E05-F02-S2","I08-E05-F02","I08-E05","I08","Validate Paper fills","Phase 2","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E05-F03-S1","I08-E05-F03","I08-E05","I08","Validate Paper PnL","Phase 2","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E05-F03-S2","I08-E05-F03","I08-E05","I08","Expose Paper PnL","Phase 3","13","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E05-F04-S1","I08-E05-F04","I08-E05","I08","Expose Paper/live compare","Institutional","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E05-F04-S2","I08-E05-F04","I08-E05","I08","Monitor Paper/live compare","Future","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I08-E06-F01-S1","I08-E06-F01","I08-E06","I08","Monitor Broker abstraction","MVP","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E06-F01-S2","I08-E06-F01","I08-E06","I08","Backtest Broker abstraction","MVP","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I08-E06-F02-S1","I08-E06-F02","I08-E06","I08","Backtest Adapter contract","Phase 2","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I08-E06-F02-S2","I08-E06-F02","I08-E06","I08","Document Adapter contract","Phase 2","5","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E06-F03-S1","I08-E06-F03","I08-E06","I08","Document Routing policy","Phase 3","8","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E06-F03-S2","I08-E06-F03","I08-E06","I08","Secure Routing policy","Institutional","13","The-Complete-Guide-to-Trading.pdf; mtm_251058.pdf; My Learnings - Profitable Trading Strategies.pdf"
"I08-E06-F04-S1","I08-E06-F04","I08-E06","I08","Secure Failover model","Future","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I08-E06-F04-S2","I08-E06-F04","I08-E06","I08","Build Failover model","MVP","5","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E01-F01-S1","I09-E01-F01","I09-E01","I09","Build Source connector","MVP","8","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F01-S2","I09-E01-F01","I09-E01","I09","Store Source connector","Phase 2","13","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F02-S1","I09-E01-F02","I09-E01","I09","Store News normalization","Phase 2","3","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F02-S2","I09-E01-F02","I09-E01","I09","Validate News normalization","Phase 3","5","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F03-S1","I09-E01-F03","I09-E01","I09","Validate Deduplication","Institutional","8","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F03-S2","I09-E01-F03","I09-E01","I09","Expose Deduplication","Future","13","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F04-S1","I09-E01-F04","I09-E01","I09","Expose Entity extraction","MVP","3","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E01-F04-S2","I09-E01-F04","I09-E01","I09","Monitor Entity extraction","MVP","5","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E02-F01-S1","I09-E02-F01","I09-E02","I09","Monitor Announcement ingestion","Phase 2","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E02-F01-S2","I09-E02-F01","I09-E02","I09","Backtest Announcement ingestion","Phase 2","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E02-F02-S1","I09-E02-F02","I09-E02","I09","Backtest Event classification","Phase 3","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E02-F02-S2","I09-E02-F02","I09-E02","I09","Document Event classification","Institutional","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E02-F03-S1","I09-E02-F03","I09-E02","I09","Document Earnings events","Future","8","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I09-E02-F03-S2","I09-E02-F03","I09-E02","I09","Secure Earnings events","MVP","13","Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Presentation_on_Basics_of_Stock_Selection.pdf"
"I09-E02-F04-S1","I09-E02-F04","I09-E02","I09","Secure SEBI events","MVP","3","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E02-F04-S2","I09-E02-F04","I09-E02","I09","Build SEBI events","Phase 2","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E03-F01-S1","I09-E03-F01","I09-E03","I09","Build Sentiment classifier","Phase 2","8","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F01-S2","I09-E03-F01","I09-E03","I09","Store Sentiment classifier","Phase 3","13","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F02-S1","I09-E03-F02","I09-E03","I09","Store Impact score","Institutional","3","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F02-S2","I09-E03-F02","I09-E03","I09","Validate Impact score","Future","5","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F03-S1","I09-E03-F03","I09-E03","I09","Validate Decay model","MVP","8","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F03-S2","I09-E03-F03","I09-E03","I09","Expose Decay model","MVP","13","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F04-S1","I09-E03-F04","I09-E03","I09","Expose Credibility score","Phase 2","3","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E03-F04-S2","I09-E03-F04","I09-E03","I09","Monitor Credibility score","Phase 2","5","idirect_marketstrategy_2026.pdf; IJNRD2205074.pdf"
"I09-E04-F01-S1","I09-E04-F01","I09-E04","I09","Monitor Event calendar","Phase 3","8","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E04-F01-S2","I09-E04-F01","I09-E04","I09","Backtest Event calendar","Institutional","13","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E04-F02-S1","I09-E04-F02","I09-E04","I09","Backtest Event alert","Future","3","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
"I09-E04-F02-S2","I09-E04-F02","I09-E04","I09","Document Event alert","MVP","5","4823_Technical Analysis.pdf; Everything_you_need_to_know_about_investing-Advanced_series_eBook.pdf; Idenitfying-Chart-Patterns.pdf"
"I09-E04-F03-S1","I09-E04-F03","I09-E04","I09","Document Event backtest tag","MVP","8","rf-v2017-n4-1-pdf.pdf; ssrn-3138630.pdf; ssrn-3247865.pdf"
